skelbimo_pavadinimas;Namo numeris:;Plotas:;Kaina mėn.:;Kambarių sk.:;Aukštas:;Aukštų sk.:;Metai:;Pastato tipas:;Šildymas:;Įrengimas:;Ypatybės:;Papildomos patalpos:;Papildoma įranga:;Apsauga:;Nuoroda;Įdėtas;Redaguotas;Aktyvus iki;Įsiminė;Peržiūrėjo;kaina_eur;coordinate_x;coordinate_y;Skelbimą peržiūrėjo (iš viso/šiandien);Skelbimo tekstas;error_get_energy_consumption_class;error_get_air_polution_data;url_crawl;Pastato energijos suvartojimo klasė:;Buto numeris:;Azoto dioksidas (NO2);Kietosios dalelės (KD10);energijos_suvartojimo_klase;error_get_perziuru_sk;error_get_coordinates;scrape_date
Vilnius, Grigiškės, Kunigiškių g., 2 kambarių buto nuoma;;55 m²;550 €;2;2;4;2011;Mūrinis;Centrinis kolektorinis;Įrengtas;;Balkonas;Su baldais, Skalbimo mašina, Vonia;Šarvuotos durys, Kodinė laiptinės spyna;www.aruodas.lt/4-1193286;2022-11-11;2022-11-11;;2;144/13 (iš viso/šiandien);550;54.67;25.0896;144/13;"NUOMOJAMAS JAUKUS 2 KAMBARIŲ BUTAS GRIGIŠKĖSE!Butas labai patogioje lokacijoje, vos kelios minutės iki autostrados, vieta saugi, rami, apsupta žalumos.
____Grigiškės tampa vis dažnesniu jaunų žmonių pasirinkimu. Vieta itin tinkama tiems, kurie ieško ramios gyvenamosios vietos, nenutolstant nuo miesto šurmulio. Geras susisiekimas su Vilniaus miesto centru ir kitais rajonais tiek nuosavu, tiek viešuoju transportu.Minimalus nuomos terminas - 1 metai.NUOMININKUI NETAIKOMI JOKIE AGENTŪROS MOKESČIAI!PRIVALUMAI
• Butas unikalioje ir žalioje vietoje;
• Šviesus, langai orientuoti į vakarus;
• Rakinama ir tvarkinga laiptinė;
• Aptverta, saugi teritorija automobiliui;
• Nuomojamas su nuotraukose matomais baldais ir buitine technika;
• Namas naujesnės statybos - ekonomiškesnis ir šiltesnis, reguliuojamas šildymas;
• Patogus išplanavimas
• Tualetas ir vonios kambarys kartu;
• Šarvuotos buto durys;
• Erdvus balkonas;
• Patogi lokacija su gerai išvystyta infrastruktūra;
• Rami, saugi vieta, aplinkui vaikų žaidimų aikštelės.
• Šalia yra mokyklos, vaikų darželiai, maisto prekių parduotuvės, autobusų stotelė;
• Šalia Kabantis Grigiškių tiltas, netoliese teka upė Vokė, kur galite leisti savo laisvalaikį, sportuoti ar tiesiog mėgautis gamta.
• Greitas susisiekimas su Vilniaus centru, vos 15-20 minučių kelio automobiliu.BENDRA INFORMACIJA
• Buto plotas – 55,02 kv.m;
• Kambarių skaičius - 2;
• Aukštas - 2 iš 4;
• Namo tipas - mūrinis;
• Statybos metai - 2011.INFRASTRUKTŪRA
~ 12 km atstumas iki Vilniaus centro.
AUTOBUSŲ STOTELĖS
~ 0.22 km - Kunigiškių st.
~ 0.27 km - Grigiškių poliklinika
~ 0.44 km - Šviesos st.
PREKYBOS CENTRAI
~0.17 km IKI - GRIGIŠKĖS 2
~0.41 km Maxima XX
~0.66 km Norfa L
PRADINIS UGDYMAS
~0.12 km Vilniaus savivaldybės Grigiškių vidurinė mokykla
~0.31 km Vilniaus savivaldybės Grigiškių meno mokykla
~0.65 km Vilniaus savivaldybės Grigiškių ""Šviesos"" gimnazija
IKIMOKYKLINIS UGDYMAS
~0.24 km Vilniaus savivaldybės Grigiškių lopšelis-darželis ""Rugelis""
~0.32 km Vilniaus savivaldybės Grigiškių pradinė mokykla
~0.71 km Vilniaus savivaldybės Grigiškių darželis-mokykla ""Pelėdžiukas""Visus naujausius CAPITAL nekilnojamojo turto skelbimus rasite mūsų internetiniame puslapyje www.capital.lt. Kviečiame apsilankyti!Visus naujausius CAPITAL nekilnojamojo turto skelbimus rasite mūsų internetiniame puslapyje www.capital.lt. Kviečiame apsilankyti!";'NoneType' object has no attribute 'text';'NoneType' object has no attribute 'find_all';https://www.aruodas.lt/butu-nuoma-vilniuje-grigiskese-kunigiskiu-g-nuomojamas-jaukus-2-kambariu-butas-grigiskese-4-1193286/;A+;;;;;;;2022_11_13
Vilnius, Grigiškės, Kunigiškių g., 2 kambarių buto nuoma;;55 m²;550 €;2;2;4;2011;Mūrinis;Centrinis kolektorinis;Įrengtas;;Balkonas;Su baldais, Skalbimo mašina, Vonia;Šarvuotos durys, Kodinė laiptinės spyna;www.aruodas.lt/4-1193284;2022-11-11;2022-11-11;;;70/8 (iš viso/šiandien);550;54.67;25.0896;;"NUOMOJAMAS JAUKUS 2 KAMBARIŲ BUTAS GRIGIŠKĖSE!Butas labai patogioje lokacijoje, vos kelios minutės iki autostrados, vieta saugi, rami, apsupta žalumos.
____Grigiškės tampa vis dažnesniu jaunų žmonių pasirinkimu. Vieta itin tinkama tiems, kurie ieško ramios gyvenamosios vietos, nenutolstant nuo miesto šurmulio. Geras susisiekimas su Vilniaus miesto centru ir kitais rajonais tiek nuosavu, tiek viešuoju transportu.Minimalus nuomos terminas - 1 metai.NUOMININKUI NETAIKOMI JOKIE AGENTŪROS MOKESČIAI!PRIVALUMAI
• Butas unikalioje ir žalioje vietoje;
• Šviesus, langai orientuoti į vakarus;
• Rakinama ir tvarkinga laiptinė;
• Aptverta, saugi teritorija automobiliui;
• Nuomojamas su nuotraukose matomais baldais ir buitine technika;
• Namas naujesnės statybos - ekonomiškesnis ir šiltesnis, reguliuojamas šildymas;
• Patogus išplanavimas
• Tualetas ir vonios kambarys kartu;
• Šarvuotos buto durys;
• Erdvus balkonas;
• Patogi lokacija su gerai išvystyta infrastruktūra;
• Rami, saugi vieta, aplinkui vaikų žaidimų aikštelės.
• Šalia yra mokyklos, vaikų darželiai, maisto prekių parduotuvės, autobusų stotelė;
• Šalia Kabantis Grigiškių tiltas, netoliese teka upė Vokė, kur galite leisti savo laisvalaikį, sportuoti ar tiesiog mėgautis gamta.
• Greitas susisiekimas su Vilniaus centru, vos 15-20 minučių kelio automobiliu.BENDRA INFORMACIJA
• Buto plotas – 55,02 kv.m;
• Kambarių skaičius - 2;
• Aukštas - 2 iš 4;
• Namo tipas - mūrinis;
• Statybos metai - 2011.INFRASTRUKTŪRA
~ 12 km atstumas iki Vilniaus centro.
AUTOBUSŲ STOTELĖS
~ 0.22 km - Kunigiškių st.
~ 0.27 km - Grigiškių poliklinika
~ 0.44 km - Šviesos st.
PREKYBOS CENTRAI
~0.17 km IKI - GRIGIŠKĖS 2
~0.41 km Maxima XX
~0.66 km Norfa L
PRADINIS UGDYMAS
~0.12 km Vilniaus savivaldybės Grigiškių vidurinė mokykla
~0.31 km Vilniaus savivaldybės Grigiškių meno mokykla
~0.65 km Vilniaus savivaldybės Grigiškių ""Šviesos"" gimnazija
IKIMOKYKLINIS UGDYMAS
~0.24 km Vilniaus savivaldybės Grigiškių lopšelis-darželis ""Rugelis""
~0.32 km Vilniaus savivaldybės Grigiškių pradinė mokykla
~0.71 km Vilniaus savivaldybės Grigiškių darželis-mokykla ""Pelėdžiukas""Visus naujausius CAPITAL nekilnojamojo turto skelbimus rasite mūsų internetiniame puslapyje www.capital.lt. Kviečiame apsilankyti!Visus naujausius CAPITAL nekilnojamojo turto skelbimus rasite mūsų internetiniame puslapyje www.capital.lt. Kviečiame apsilankyti!
Esu nekilnojamojo turto brokeris Vilniuje ir Vilniaus rajone.
Nekilnojamas turtas – mano hobis bei gyvenimo būdas. Esu pasiruošęs padėti kiekvienam, nuoširdžiai ir nešališkai atsakant į visus rūpimus klausimus, užtikrinant sklandų ir profesionalų NT įsigijimo, pardavimo ar nuomos procesą.";'NoneType' object has no attribute 'text';'NoneType' object has no attribute 'find_all';https://www.aruodas.lt/butu-nuoma-vilniuje-grigiskese-kunigiskiu-g-nuomojamas-jaukus-2-kambariu-butas-grigiskese-4-1193284/;A+;;;;;list index out of range;;2022_11_13
Vilnius, Jeruzalė, Bitininkų g., 2 kambarių buto nuoma;2B;49,42 m²;420 €;2;2;9;1991;Mūrinis;Centrinis;Įrengtas;Tualetas ir vonia atskirai, Galima su gyvūnais;;Su baldais, Vonia;Šarvuotos durys, Kodinė laiptinės spyna;www.aruodas.lt/4-1193280;2022-11-11;2022-11-11;;8;202/27 (iš viso/šiandien);420;54.740008;25.271156;202/27;Išnuomojame 2 kambarių butą Baltupiuose, Bitininkų g.Butas yra 1991 m. statybos mūriniame name, antrame aukšte.Galima gyventi su gyvūnu.Butas laisvas, galima keltis jau dabar.Pasirašant nuomos sutartį bus imamas vieno mėnesio nuomos mokestis ir vieno nuomos mėnesio depozitas, kuris bus laikomas iki sutarties pabaigos.Kviečiu apžiūrėti.;;;https://www.aruodas.lt/butu-nuoma-vilniuje-jeruzaleje-bitininku-g-isnuomojame-2-kambariu-buta-baltupiuose-4-1193280/;;;14.7 µg/m3;20 µg/m3;5 Klasė Vidutinė (4-5);;;2022_11_13
Vilnius, Karoliniškės, Virginijaus Druskio g., 1 kambario buto nuoma;1;33 m²;330 €;1;5;9;1974;Blokinis;Centrinis;Įrengtas;;;;;www.aruodas.lt/4-1193278;2022-11-11;2022-11-11;;13;426/54 (iš viso/šiandien);330;54.686798;25.204992;426/54;"TVARKINGAS JAUKUS BUTAS KAROLINIŠKĖSE VIENO KAMBARIO NUOMA SU VISAIS BALDAIS----SKELBIMO APRAŠYME ESANTIS ID: 9043----BUTAS LAISVAS NUO GRUODŽIO 1 DIENOSNUOMOJAMAS BUTAS VILNIUJE
Druskio g., 5 aukštas iš 9, 33 kv.m., 1974 m. Blokinis, atskira virtuve, atskiri kambariai, balkonas, vonia ir tualetas atskirai.NUOMOJAMO BUTO ĮRENGIMAS
Tualetas pilnai suremontuotas, vonia, vonia pilnai suremontuota.NUOMOJAMAME BUTE YRA VISI BALDAIVirtuvėje: virtuvės baldai.Miegamajame: dvigulė sofa-lova, spinta.BUITINĖ TECHNIKA
Šaldytuvas, televizorius, viryklėMOKESČIAI
Centrinis šildymas
Jei butas tiks, bus taikomas vienkartinis tarpininkavimo mokestisLAIPTINĖ
Aukšte 4 butai.VIETA IR SUSISIEKIMAS
geras susisiekimas su centru, kieme vaikų žaidimo aikštelė, netoli darželis, netoli mokykla, netoli PC ""Iki"", netoli PC ""Maxima"", netoli PC ""Norfa"", netoli PC ""Rimi"", patogus susisiekimas, rami vieta, šalia autobusų stotelė, šalia troleibusų stotelė---
KAINA: 330 EUR------------
proreal.lt
----------------BUTO ID: 9043----";'NoneType' object has no attribute 'text';'NoneType' object has no attribute 'find_all';https://www.aruodas.lt/butu-nuoma-vilniuje-karoliniskese-virginijaus-druskio-g-tvarkingas-jaukus-butas-karoliniskese-vieno-4-1193278/;;;;;;;;2022_11_13
Vilnius, Antakalnis, P. Vileišio g., 2 kambarių buto nuoma;32;44 m²;495 €;2;1;5;1964;Blokinis;Centrinis;Įrengtas;;;;;www.aruodas.lt/4-1193274;2022-11-11;2022-11-11;;;92/7 (iš viso/šiandien);495;54.715915;25.314152;;"NUOMOJAMAS 2K. BUTAS ANTAKALNYJE!BUTAS JAU LAISVAS! NUOMOS KAINA - 495 € + KOMUNALINIAI MOKESČIAI. NUOMOJAMA NE TRUMPESNIAM NEGU METŲ LAIKOTARPIUI.PRIVALUMAI
- Butas nėra kampinis;
- Suremontuotas ir įstiklintas balkonas su plastikiniais langais;
- Priešais buto langus nėra pastatų;
- Kodinė laiptinės spyna;
- Gyvensite prestižiniame Antakalnio rajone, arti gamtos ir miesto šurmulio, namas prie pat Neries krantinės, mėgstantiems aktyvų gyvenimo būdą - atnaujinti ir sutvarkyti dviračių bei pėsčiųjų takai, kurias pasiekiamas miesto Centras;BENDRA INFORMACIJA
- Bendras plotas - 44 kv.m;
- Kambarių skaičius - 2;
- Aukštų skaičius - 1/5;
- Namo tipas - blokinis;
- Statybos metai - 1964 m.;
- Langai - plastikiniai, orientuoti rytų ir vakarų kryptimis.KOMUNIKACIJOS
- Šildymas - centrinis (šildymo su gyvatuku ir karštu vandeniu sąskaitos: 2021 m. spalio mėn. - 23 eur, lapkričio mėn. - 34 eur, gruodžio mėn. - 65 eur, 2022 m. sausio mėn. - 72 eur, vasario mėn. - 57 eur, kovo mėn. - 53 eur, balandžio mėn. - 41eur).- Bendri komunaliniai mokesčiai ~ 13-15 eur/mėn.;
- Vandentiekis - miesto;
- Kanalizacija - miesto.INFRASTRUKTŪRA
- Iki artimiausios viešojo transporto stotelės (Tverečiaus st.) ~ 0.18 km;
- Iki Vilniaus technologijų ir dizaino kolegijos ~ 1.12 km;
- Iki Vilniaus Žirmūnų gimnazijos ~ 0.44 km;
- Iki Vilniaus lopšelio-darželio „Kaštonas“ ~ 0.06 km;
- Prekybos centrai: Maxima ~ 0.17 km, Iki ~ 0.22 km, Lidl ~ 0.52 km, Rimi ~ 0.85 km.
";;'NoneType' object has no attribute 'find_all';https://www.aruodas.lt/butu-nuoma-vilniuje-antakalnyje-p-vileisio-g-nuomojamas-2k-butas-antakalnyje-butas-4-1193274/;;;;;3 Klasė Gera (1-3);list index out of range;;2022_11_13
Vilnius, Antakalnis, Kalno g., 3 kambarių buto nuoma;;72,12 m²;650 €;3;4;4;2016;Blokinis;Centrinis kolektorinis;Įrengtas;Internetas, Virtuvė sujungta su kambariu, Kabelinė televizija;Balkonas;Su baldais, Skalbimo mašina;Šarvuotos durys, Kodinė laiptinės spyna;www.aruodas.lt/4-1193270;2022-11-11;2022-11-11;;6;187/14 (iš viso/šiandien);650;54.709976;25.391359;187/14;"NUOMOJAMAS NEPRIEKAIŠTINGAI ĮRENGTAS 3 KAMBARIŲ BUTAS SU REGULIUOJAMU DUJINIU ŠILDYMU ANTAKALNYJE! YPATINGAI EKONOMIŠKAS BUTO IŠLAIKYMAS. ŠALTUOJU PERIODU MAX SĄSKAITA UŽ VISAS KOMUNALINES BUTO IŠLAIKYMO PASLAUGAS TIK 125Eur.NUOMININKAMS NETAIKOMAS AGENTŪROS MOKESTIS!Tai puikus butas žmonėms, ieškantiems ramybės oazės mieste! Šiuo metu vienas miegamasis kambarys yra be baldų, todėl jis gali būti lanksčiai pritaikytas prie Jūsų poreikių.PRIVALUMAI
➜ Jaukus, erdvus ir labai kokybiškai įrengtas butas.
➜ Ypatingai pigus buto išlaikymas – maksimali komunalinių mokesčių suma sausio mėnesį buvo iki 120 Eur.
➜ Patogus ir praktiškas išplanavimas - erdvi svetainė su virtuve ir balkonu, 2 san. mazgai, miegamasis ir vaikų/darbo/ miegamasis kambarys.
➜ Kondicionierius.
➜ Du san. mazgai.
➜ Skalbyklė, džiovyklė, indaplovė
➜ Ekonomiškas reguliuojamas dujinis šildymas.
➜ Gyvenvietė yra apsupta žalumos, nuošaliau nuo miesto šurmulio.
➜ Laisvas nuo spalio 1 dienos.
➜ Yra parkavimo vieta ir sandėliukas - papildomai 50 eur./mėn.BENDRA INFORMACIJA- Adresas: Kalno g. 97.
- Statybos metai: 2016.
- Aukštas: 4/4.
- Kambarių sk.: 3.
- Bendras plotas: 72,12 kv. m.
- Balkonas.BUTO IŠPLANAVIMAS IR ĮRENGIMAS:- Plastikiniai langai.
- Vonia ir virtuvė – plytelės.
- Virtuvėje įmontuota visa buitinė technika.
- Yra visi baldai, tik vienas iš kambarių tuščias.
- Autonominis namo dujinis šildymas, todėl šildymo sąskaitos draugiškos.SOCIALINĖ INFRASTRUKTŪRA:- Iki viešojo transporto „Duburio“ stotelės – 500 m.
- Iki viešojo transporto „Uosių sodų“ stotelės – 390 m.
- Iki Vilniaus autobusų stoties – 8.29 km.
- Iki Vilniaus Katedros aikštės – 9 km.
- Iki Vilniaus „Vilnios“ pagrindinės mokyklos – 1.4 km.
- Iki Vilniaus Juzefo Ignacijaus Kraševskio vidurinės mokyklos – 2.2 km.
- Iki Vilniaus Dvarčionių pradinės mokyklos – 2.5 km.
- Iki vaikų darželio „Klaužada“ – 3.97 km.
- Iki prekybos centro „Norfa XL“ – 1.60 km.
- Iki prekybos centro „Rimi“ – 1.61 km.
- Iki prekybos centro „IKI” – 2.16 km.
- Iki prekybos centro „Maxima“ – 2.28 km.Turite klausimų dėl šio buto? Skambinkite.NT brokerėAUŠRA KRIŠČIŪNIENĖ +37068758822Visus naujausius CAPITAL nekilnojamojo turto skelbimus rasite mūsų internetiniame puslapyje www.capital.lt. Kviečiame apsilankyti!";'NoneType' object has no attribute 'text';'NoneType' object has no attribute 'find_all';https://www.aruodas.lt/butu-nuoma-vilniuje-antakalnyje-kalno-g-nuomojamas-nepriekaistingai-irengtas-3-4-1193270/;;;;;;;;2022_11_13
Vilnius, Paupys, Paupio g., 2 kambarių buto nuoma;50;32,76 m²;650 €;2;1;4;2022;Mūrinis;Centrinis kolektorinis;Įrengtas;Aukštos lubos, Virtuvė sujungta su kambariu;Terasa;Kondicionierius, Skalbimo mašina, Su baldais, Šaldytuvas, Šildomos grindys, Viryklė, Indaplovė;Šarvuotos durys, Kodinė laiptinės spyna;www.aruodas.lt/4-1193260;2022-11-11;2022-11-11;;6;205/31 (iš viso/šiandien);650;54.678207;25.307014;205/31;"Išnuomojamas naujai įrengtas butas Paupyje.PRIVALUMAI:
• Naujai įrengtas butas, dar nebuvo nuomojamas.
• Erdvi lauko terasa.
• Ekonomiškas šildymas
• Visame bute šildomos grindys
• Nuomojamas su baldais ir buitine technikaBENDRA INFORMACIJA
• Adresas: Paupio g. 50, Paupys
• Bendras plotas: 32,76 kv.m
• Aukštas/Aukštų sk.: 1/4
• Kambarių sk.: 2
• Namo tipas: mūrinis
• Statybos metai: 2022 m.
• Būklė: įrengtas.IŠPLANAVIMAS
• Svetainė su virtuve
• Miegamasis.
• Vonios kambarys.KOMUNIKACIJOS
• Šildymas: centrinis kolektorinis šildymas, grindinis šildymas.
• Kondicionierius.
• Vandentiekis/Kanalizacija: miestoĮRENGIMAS IR APDAILA
• Butas ką tik įrengtas naudojant tik kokybiškas medžiagas.
• Bute aukštos lubos.
• Sienos: dažytos, plytelės.
• Langai: mediniai dviejų stiklo paketų langai.
• Grindys: plytelės.
• Virtuvėjė yra visa reikalinga buitinė technika: viryklė, orkaitė, indaplovė, šaldytuvas.BUTO APLINKA
• Uždara projekto teritorija.
• Parkavimas geltonojoje zonoje su gyventojo leidimu.SUSISIEKIMAS
• 2,3 km iki Katedros aikštės
• 350 m iki viešojo trasporto stotelės
• 1,7 km iki Bernardinų sodo";'NoneType' object has no attribute 'text';'NoneType' object has no attribute 'find_all';https://www.aruodas.lt/butu-nuoma-vilniuje-paupyje-paupio-g-isnuomojamas-naujai-irengtas-butas-paupyje-4-1193260/;A+;;;;;;;2022_11_13
Vilnius, Naujamiestis, Žemaitės g., 2 kambarių buto nuoma;;52 m²;700 €;2;6;7;2017;Mūrinis;Centrinis kolektorinis, kita, dujinis;Įrengtas;Uždaras kiemas, Internetas, Nauja kanalizacija, Kabelinė televizija;Balkonas, Vieta automobiliui;Su baldais, Skalbimo mašina, Šaldytuvas, Virtuvės komplektas, Viryklė, Indaplovė, Dušo kabina;Šarvuotos durys, Kodinė laiptinės spyna;www.aruodas.lt/4-1193262;2022-11-11;2022-11-11;;7;197/26 (iš viso/šiandien);700;54.672203;25.250362;197/26;"Nuomojamas stilingas, naujai įrengtas butas Naujamiestyje, Žemaitės g.!IŠPLANAVIMAS:
- Svetainė kartu su virtuve
- Miegamasis
- Vonios kambarys
- BalkonasĮRENGIMAS:
- Naujai įrengtas butas
- Nuomojamas su visais baldais
- Buitinė technika: šaldytuvas, viryklė, gartraukis, indaplovė, skalbimo mašina
- Internetas ir TV
- Išskirtiniai apšvietimo sprendimai
- Tvarkinga laiptinėŠILDYMAS:
- Centrinis kolektorinis
- Individuali apskaitaPARKAVIMAS:
- Vieta požeminiame garaže (už papildomą kainą)Skambinkite Jums patogiu metu!
--
Stylish, newly installed apartment in Naujamiestis, Zemaites str. for rent!Be the first inhabitants of this apartment!PLANNING:
- Living room with kitchen
- Bedroom
- Bathroom
- BalconyINSTALLATION:
- Newly built apartment
- Rented with all furniture
- Domestic technique: refrigerator, stove, cooker hood, dishwasher, washing machine
- Internet and TV
- Exclusive lighting solutions
- A neat staircaseHEATING:
- Central collector
- Individual accountingPARKING:
- Place in the underground garage (at an additional cost)Call us at your convenience!RebalticID:VM32944";'NoneType' object has no attribute 'text';;https://www.aruodas.lt/butu-nuoma-vilniuje-naujamiestyje-zemaites-g-nuomojamas-stilingas-naujai-irengtas-butas-4-1193262/;;;11.4 µg/m3;20.7 µg/m3;;;;2022_11_13
Vilnius, Žirmūnai, Minties g., 1 kambario buto nuoma;44;30 m²;370 €;1;1;5;1976;Blokinis;Centrinis;Įrengtas;;;;;www.aruodas.lt/4-1193252;2022-11-11;2022-11-11;;8;304/27 (iš viso/šiandien);370;54.703452;25.294233;304/27;"Nuomojame tvarkingą, šviesų vieno kambario butą patogioje vietoje!Objekto privalumai:
Butas tvarkingas, nuomojamas su baldais;
Buitinė technika;
Patogi gyventi vieta;Butas tvarkingas, nuomojamas su baldais ir buitine technika. Rakinama laiptinė.Butas jau laisvas, galima įsikelti nedelsiant.Jei butas tiks, bus taikomas vienkartinis tarpininkavimo mokestis!";;;https://www.aruodas.lt/butu-nuoma-vilniuje-zirmunuose-minties-g-nuomojame-tvarkinga-sviesu-vieno-kambario-4-1193252/;;;14.8 µg/m3;23 µg/m3;4 Klasė Vidutinė (4-5);;;2022_11_13
Vilnius, Naujininkai, Pelesos g., 1 kambario buto nuoma;;16 m²;260 €;1;3;5;1964;Mūrinis;Centrinis;Įrengtas;;;;;www.aruodas.lt/4-1193250;2022-11-11;2022-11-11;;11;292/27 (iš viso/šiandien);260;54.666115;25.279515;292/27;"NUOMOJAMAS TVARKINGAS, JAUKUS VIENO KAMBARIO BUTAS BENDRABUČIO TIPO NAME NAUJININKUOSE, PELESOS G.BENDRA INFORMACIJA:
--Plotas 16kv/m;
--Kambaryje yra sofa/lova, šaldytuvas, kaitlentė, spinta,kavos staliukas;
--Dušas bei tualetas yra bute todėl nereikia naudotis bendromis patalpomis.
--Sofa išsiskleidžia.ŠILDYMAS:
-- Centrinis;VIETA:
-- Strategiškai patogi vieta, patogus susisiekimas viešuoju transportu ir nuosavu automobiliu;
-- Ramūs kaimynai;
-- Puikus rajonas tiek aktyviam tiek ramiam laisvalaikiui;
--Netoliese parduotvės..SKAMBINKITE JUMS PATOGIU LAIKU IR SUTEIKSIU DAUGIAU INFORMACIJOS.
JEI BUTAS TIKS BUS TAIKOMAS VIENKARTINIS TARPININKAVIMO MOKESTIS
";;;https://www.aruodas.lt/butu-nuoma-vilniuje-naujininkuose-pelesos-g-nuomojamas-tvarkingas-jaukus-vieno-kambario-4-1193250/;;;11.5 µg/m3;23.4 µg/m3;6 Klasė Bloga (6-8);;;2022_11_13
