skelbimo_pavadinimas,Namo numeris:,Plotas:,Kaina mėn.:,Kambarių sk.:,Aukštas:,Aukštų sk.:,Metai:,Pastato tipas:,Šildymas:,Įrengimas:,Ypatybės:,Papildomos patalpos:,Papildoma įranga:,Apsauga:,Nuoroda,Įdėtas,Redaguotas,Aktyvus iki,Įsiminė,Peržiūrėjo,kaina_eur,coordinate_x,coordinate_y,Skelbimą peržiūrėjo (iš viso/šiandien),Skelbimo tekstas,energijos_suvartojimo_klase,Azoto dioksidas (NO2),Kietosios dalelės (KD10),url_crawl,error_get_energy_consumption_class,error_get_air_polution_data,error_get_perziuru_sk,Buto numeris:,Pastato energijos suvartojimo klasė:,error_get_coordinates,scrape_date
"Vilnius, Senamiestis, A. Rotundo g., 2 kambarių buto nuoma",,50 m²,600 €,2,2,4,2003,Mūrinis,Centrinis,Įrengtas,"Atskiras įėjimas, Aukštos lubos, Butas per kelis aukštus, Uždaras kiemas, Galima deklaruoti gyvenamąją vietą","Balkonas, Vieta automobiliui","Skalbimo mašina, Su baldais, Šaldytuvas, Virtuvės komplektas, Viryklė, Židinys, Vonia","Šarvuotos durys, Vaizdo kameros",www.aruodas.lt/4-1204020,2022-12-30,2022-12-30,,2,24/24 (iš viso/šiandien),600,,,24/24,"PUIKUS BUTAS AUKŠTOMIS LUBOMIS ANTRAME AUKŠTE PAČIAME VILNIAUS CENTRE.Butas yra tylios A. Rotundo gatvės ramiame ir saugiame vidiniame kieme. Jokio pravažiuojančio eismo ar pėsčiųjų srauto priešais buto langus. Butas šviesus, ekonomiškas, šiltas. Butas apstatytas baldais, aukštos lubos, autentiškas parketas.-- Visi langai išeina į vidinį kiemą - tylu ir ramu;
-- Laiptine, kuri taip pat yra vidiniame kieme, naudojasi tik 2 butai;
-- Namas 1898 m. statybos, 2003 m. atlikta rekonstrukcija.SUPLANAVIMAS:
-- Pirmas aukštas – 35 kv.m.;
-- Pirmajame aukšte koridorius, virtuvė, vonia kartu su WC, svetainė;
-- Virš virtuvės ir vonios įrengta antresolė - miegamasis-- Miegamasis su dvigule lova – 15 kv.m..ĮRENGIMAS:
-- Visa reikalinga įranga, buitinė technika, baldai, indai;
-- Didelės sieninės spintos daiktams ir rūbams;
-- Didelis balkonas su lauko baldais;
-- Kabelinė TV, šviesolaidinis internetas su WI-FI;
-- Šarvuotos durys;
-- Rakinama laiptinė, ja naudojasi tik du butai;PARKAVIMAS:
-- Vidiniame uždarame kieme automobilius laiko tik namo gyventojai;
-- Papildomai galimas gyventojo leidimas aplink namus.KOMUNALINĖS IŠLAIDOS:
-- Centrinis šildymas - apie 80 Eur/mėn;
-- Namo priežiūra - iki 10 Eur/mėn su šiukšlių mokesčiu.VIETA
-- Patogus susisiekimas su Centru ir kitais Vilniaus rajonais tiek asmeniniu, tiek ir viešuoju transportu;
-- Prie namų sutvarkyta Neries krantinė;
-- Lengvai pasiekiamas Vingio parkas;
-- Pėsčiomis kelionė iki Vilniaus verslo centro (Konstitucijos pr.) truks 15 minučių;
-- Šalia visa infrastruktūra: bankai, kavinės, restoranai, parduotuvės, teatrai, muziejai;
-- Saugi aplinka, tvarkingi kaimynai;
-- Iki Katedros aikštės 10 min pėsčiomis.SKAMBINKITE JUMS PATOGIU LAIKU IR SUTEIKSIU DAUGIAU INFORMACIJOS.IKI MALONAUS.",,,,https://www.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-a-rotundo-g-puikus-butas-aukstomis-lubomis-antrame-aukste-4-1204020/,'NoneType' object has no attribute 'text','NoneType' object has no attribute 'find_all',,,,list index out of range,2022_12_30
"Vilnius, Karoliniškės, Loretos Asanavičiūtės g., 3 kambarių buto nuoma",,63 m²,400 €,3,11,12,1973,Blokinis,Centrinis,Įrengtas,,,,,www.aruodas.lt/4-1204018,2022-12-30,2022-12-30,,,35/35 (iš viso/šiandien),400,,,,"NUOMOJAMAS 3 IZOLIUOTŲ KAMBARIŲ BUTAS APSUPTAS ŽALUMOS KAROLINIŠKĖSE!IŠPLANAVIMAS:
-- 3 izoliuoti kambariai;
-- Įstiklintas balkonas, patekimas iš dviejų kambarių;
-- Atskira virtuvė;
-- Vonios ir tualeto kambarys atskirai;
-- Prieškambaris ir sandėliukas.ĮRENGIMAS:
-- Virtuvėje šaldytuvas, orkaitė, gartraukis, mikrobangų krosnelė;-- Atskirai sandėliuke skalbimo mašina;
-- Miegamos sofos/lovos, dvigulė lova, spintos kambariuose;
-- Plastikiniai langai;
-- Atnaujintas vamzdynas;
-- Rakinama laiptinė su kodine spyna;
-- Pakeistas namo liftas nauju.KOMUNALINĖS IŠLAIDOS:
-- Centrinis;
-- Kitos paslaugos (apie 30 Eur/mėn).VIETA:
-- Rami ir žalia vieta;
-- Greta Pasakų parkas ir vaikų žaidimo aikštelės;
-- ,,RIMI"" prekybos centras 2 minutės pėsčiomis;
-- 10 minučių pėsčiomis iki Impuls sporto klubo, MAXIMA, vaistinės ir Lietuvos pašto;
-- Patogus patekimas į Vilniaus Vakarinį aplinkkelį ir Laisvės pr.;
-- 10 minučių automobiliu iki miesto centro;
-- Šalia viešojo transporto stotelės(1, 3, 9, 16, 18 - troleibusai, 2G, 4G, 7, 49, 69 ir kiti autobusai).SKAMBINKITE JUMS PATOGIU LAIKU IR SUTEIKSIU DAUGIAU INFORMACIJOS.IKI MALONAUS.",,,,https://www.aruodas.lt/butu-nuoma-vilniuje-karoliniskese-loretos-asanaviciutes-g-nuomojamas-izoliuotu-kambariu-butas-4-1204018/,'NoneType' object has no attribute 'text','NoneType' object has no attribute 'find_all',list index out of range,,,list index out of range,2022_12_30
"Vilnius, Lazdynai, Žėručio g., 1 kambario buto nuoma",,33 m²,280 €,1,7,9,1976,Blokinis,Centrinis,Įrengtas,,,,,www.aruodas.lt/4-1204012,2022-12-30,2022-12-30,,1,42/42 (iš viso/šiandien),280,54.674418,25.211251,42/42,"VIENO KAMBARIO BUTAS NUOMAI LAZDYNUOSE, ŽĖRUČIO GATVĖJE!IŠPLANAVIMAS:-- Virtuvė-- Atskiras kambarys-- Vonios kambarys ir WC atskirai-- Prieškambario spinta-- Prieškambaris-- Įstiklintas balkonasĮRENGIMAS:-- Su visais baldais-- Sulenkiama dvigulė sofa/lova, darbo stalas-- Buitinė technika (viryklė, orkaitė, šaldytuvas, skalbyklė)-- Įstiklintas balkonas, plastikiniai langai-- Internetas, kabelinė TV - pagal poreikį (Vinita, Cgates)-- Atnaujintas namo liftas ir laiptinėKOMUNALINĖS IŠLAIDOS:
-- Šildymas centrinis - praėjusio šildymo sezono vidurkis apie 60Eur/mėn;
-- Administratorius sąskaita apie 15 Eur/mėn (kitos paslaugos).VIETA:-- 5 minutės pėsčiomis iki RIMI, Lietuvos pašto skyriaus ir vaistinės-- Namo pašonėje gyventojams prieinamas stadionas-- Artimiausiu metu duris atvers Lazdynų baseinas-- Geras susisiekimas, netoli autobusų stotelėsSKAMBINKITE JUMS PATOGIU LAIKU IR SUTEIKSIM DAUGIAU INFORMACIJOS.",4 Klasė Vidutinė (4-5),11 µg/m3,19.5 µg/m3,https://www.aruodas.lt/butu-nuoma-vilniuje-lazdynuose-zerucio-g-vieno-kambario-butas-nuomai-lazdynuose-4-1204012/,,,,,,,2022_12_30
"Vilnius, Lazdynai, Architektų g., 2 kambarių buto nuoma",107,48 m²,400 €,2,2,5,1977,Blokinis,Centrinis,Įrengtas,,,,,www.aruodas.lt/4-1198110,2022-12-30,2022-12-30,,18,66/66 (iš viso/šiandien),400,54.680466,25.216317,66/66,"SKAMBINKITE: +37064732664 Lietuvių (Русский) (Polski)Yra visi baldai su buitinė technika.GALIME APRODYTI KIEKVIENĄ DIENĄ NUO 8 IKI 20 VAL. TAIP PAT ŠVENČIŲ DIENOMIS, BEI ŠESTADIENIAIS IR SEKMADIENIAIS.PATALPŲ ĮRANGA IR APDAILA:
- Sienos: dažytos,tapetai
- Lubos: įtempiamos- Grindys: plytelės ir lomenatas- Langai: plastikiniai(nauji)
- Durys: šarvo(naujos)
- Vienkartinis tarpininkavimo mokestis (jei butas tiks).",5 Klasė Vidutinė (4-5),,,https://www.aruodas.lt/butu-nuoma-vilniuje-lazdynuose-architektu-g-skambinkite-37064732664-lietuviu-4-1198110/,,'NoneType' object has no attribute 'find_all',,,,,2022_12_30
"Vilnius, Žvėrynas, Sėlių g., 1 kambario buto nuoma",,21 m²,400 €,1,1,1,1948,Blokinis,Elektra,Įrengtas,"Atskiras įėjimas, Aukštos lubos, Nauja kanalizacija, Nauja elektros instaliacija, Uždaras kiemas, Internetas, Kabelinė televizija, Virtuvė sujungta su kambariu, Galima su gyvūnais","Sandėliukas, Vieta automobiliui, Drabužinė","Skalbimo mašina, Su baldais, Šaldytuvas, Šildomos grindys, Virtuvės komplektas, Viryklė, Indaplovė, Dušo kabina",Šarvuotos durys,www.aruodas.lt/4-1204008,2022-12-30,2022-12-30,,2,93/93 (iš viso/šiandien),400,,,93/93,"BUTAS DRAUGIŠKAS JAUNAI PORAI SU VAIKU, BEI NAMINIAMS GYVŪNĖLIAMS!NUOMOJAMAS ŠIUOLAIKIŠKAS KOKYBIŠKAI IR SKONINGAI NAUJAI IRENGTAS 1 KAMBARIO BUTAS SU PARKAVIMOSI VIETA RAMIOJE VIETOJE, Žvėryne - Sėlių gatvėje!Naujai įrengtas! Nauji baldai, nauja technika, viskas įrengtą šiuolaikiškai! Izoliuotas nuo kaimynų, turintis dideli kiemą, bei patogią parkinko vietą salia namu. Labai rami vieta gyventi! Vidinis kiemas, šalia stotelė, kirpykla, mokykla, parduotuvės kaip PC PANORAMA ir t.tPAGRINDINIAI YPATUMAI:
- Kokybiškai ir pilnai įrengtas;
- Erdvus KIEMAS;
- Nuosava parkavimosi vieta;
- Atskiras sandėliukas;
- Aukštos lubos su LED juostom;
- Apgyvendinta rami kaimynystė;
- Patogus susisiekimas su CENTRU;
- - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -
• Jeigu jums butas tiks, imamas VIENKARTINIS agentūros mokestis.
******************************************************************
Skambinti galite Jums patogiu laiku. Nepavykus prisiskambinti, rašykite sms - perskambinsiu.
******************************************************************
Nekilnojamo turto agentūra OPPA.
www.oppa.lt",,,,https://www.aruodas.lt/butu-nuoma-vilniuje-zveryne-seliu-g-butas-draugiskas-jaunai-porai-su-vaiku-bei-4-1204008/,'NoneType' object has no attribute 'text','NoneType' object has no attribute 'find_all',,,,list index out of range,2022_12_30
"Vilnius, Šnipiškės, Kalvarijų g., 1 kambario buto nuoma",,43 m²,550 €,1,1,3,"1977 statyba, 2022 renovacija",Mūrinis,Centrinis,Įrengtas,,,,,www.aruodas.lt/4-1204004,2022-12-30,2022-12-30,,7,81/81 (iš viso/šiandien),550,,,81/81,"NUOMOJAMAS JAUKUS IR STILINGAI ĮRENGTAS DVIEJŲ KAMBARIŲ LOFTAS.LOFTAS JAU LAISVAS!
Moderniai įrengtame lofte yra daug vietos susidėti daiktams. Lofte yra visa reikalinga buitine technika (kaitlientė, orkaitė, indaplovė, skalbimo mašina su džiovyklės funkcija).
Pirmo aukšto plotas 33kv. m., antro aukšto - 10kv. m.ŠILDYMAS:
-- Centrinis šildymas.PARKINGAS:
-- Bendras kiemas.VIETA:
-- Strategiškai patogi vieta, patogus susisiekimas viešuoju transportu ir nuosavu automobiliu.
-- Šalia Ozo parkas.
-- Netoliese prekybos centrai (Akropolis, Ozas), verslo centrai (Technopolis).Papildoma informacija: vonioje esantis boileris bus pakeistas.Jei butas tiks, bus taikomas vienkartinis tarpininkavimo mokestis.
SKAMBINKITE JUMS PATOGIU LAIKU, SUTEIKSIU DAUGIAU INFORMACIJOS.",,,,https://www.aruodas.lt/butu-nuoma-vilniuje-snipiskese-kalvariju-g-nuomojamas-jaukus-ir-stilingai-irengtas-4-1204004/,'NoneType' object has no attribute 'text','NoneType' object has no attribute 'find_all',,,,list index out of range,2022_12_30
"Vilnius, Santariškės, Fizikų g., 2 kambarių buto nuoma",,61 m²,650 €,2,2,7,2008,Monolitinis,Centrinis,Įrengtas,,,,,www.aruodas.lt/4-1203984,2022-12-30,2022-12-30,,2,37/37 (iš viso/šiandien),650,54.754646,25.264904,37/37,"Nuomojamas naujai įrengtas jaukus ir gamtos apsuptyje esantis butas – Bajoruose Fizikų gatvėje.IŠPLANAVIMAS:
- Virtuvė kartu su svetaine: Stalas, kėdės, sofa, staliukas, TV
- Miegamajo kambarys: dvigulė lova, įeinama spinta
- Prieškambarys: rūbų kabykla - spinta
- Vonios kambarys: vonia, kriauklė, spintelė, skalbyklė, WCĮRENGIMAS:
- Kokybiška buitinė technika
- Internetas
- SkalbyklėPRIVALUMAI:
- Jaukus balkonas- Teritorija stebima vaizdo kameromis
- Liftas
- Individualiai reguliuojamas šildymas
- Maži komunaliniai mokesčiaiVIETA:
- Geras susisiekimas su centru
- Netoliese, parduotuvės, sporto klubai, medicinos įstaigos.
- Strategiškai patogi vietaPARKAVIMAS:
- Bendra stovėjimo aikštelėSkambinkite Jums patogiu metu!
",3 Klasė Gera (1-3),,,https://www.aruodas.lt/butu-nuoma-vilniuje-santariskese-fiziku-g-nuomojamas-naujai-irengtas-jaukus-ir-gamtos-4-1203984/,,'NoneType' object has no attribute 'find_all',,,,,2022_12_30
"Vilnius, Naujininkai, Jurgio Dobkevičiaus g., 2 kambarių buto nuoma",,35 m²,400 €,2,2,3,1961,Mūrinis,Centrinis,Įrengtas,"Nauja kanalizacija, Nauja elektros instaliacija, Internetas, Virtuvė sujungta su kambariu",,"Šaldytuvas, Virtuvės komplektas, Dušo kabina","Šarvuotos durys, Kodinė laiptinės spyna",www.aruodas.lt/4-1203982,2022-12-30,2022-12-30,,,63/63 (iš viso/šiandien),400,54.641027,25.269704,,"VERTA ŽINOTI
- jokių tarpininkavimo mokesčių;;
- naujai įrengtas būstas – dar negyventas;
- nuomojamas su visais baldais ir buitine technika;
- centrinis šildymas;
- 500 m iki oro uosto;
- administracinė aplinka;NUOMOTOJAS TIKISI
- minimalus nuomos terminas – 1 metai;
- 2 mėnesių dydžio užstatas;
- deja, bet ne augintiniams;NUOMOTOJAS UŽTIKRINA
- stabilią nuomos kainą visą nuomos laikotarpį;
- užtikrintas vienerių metų terminas;
- užtikrintas privatumas;TAIP PAT SVARBU
- langai orientuoti į pietus;
- būstas be balkono;
- vidinis kiemas automobilių parkavimui;Visi butai: gerasbutas.lt
Mes: savizmones.lt
Pagalba: mesdirbametaip.lt
",,,,https://www.aruodas.lt/butu-nuoma-vilniuje-naujininkuose-jurgio-dobkeviciaus-g-verta-zinoti-jokiu-tarpininkavimo-mokesciu-4-1203982/,'NoneType' object has no attribute 'text','NoneType' object has no attribute 'find_all',list index out of range,,,,2022_12_30
"Vilnius, Pilaitė, I. Simonaitytės g., 2 kambarių buto nuoma",,50 m²,580 €,2,4,4,2015,Mūrinis,Centrinis kolektorinis,Įrengtas,"Nauja kanalizacija, Nauja elektros instaliacija, Internetas, Virtuvė sujungta su kambariu","Balkonas, Vieta automobiliui, Drabužinė","Kondicionierius, Skalbimo mašina, Su baldais, Šaldytuvas, Šildomos grindys, Virtuvės komplektas, Viryklė, Dušo kabina, Rekuperacinė sistema",,www.aruodas.lt/4-1203980,2022-12-30,2022-12-30,,1,102/102 (iš viso/šiandien),580,54.71323,25.1845,102/102,"VERTA ŽINOTI
- jokių tarpininkavimo mokesčių;
- kokybiškai įrengtas butas;
- nuomojamas su visais baldais ir buitine technika;
- įrengtas kondicionierius, rekuperacinė sistema;
- uždaras vidinis kiemas parkavimui;
- viršutinis namo aukštas;
- namas be lifto;NUOMOTOJAS TIKISI
- minimalus nuomos terminas – 1 metai;
- 2 mėnesių dydžio užstatas;
- deja, bet ne augintiniams;
- tik pilnamečiams asmenims;NUOMOTOJAS UŽTIKRINA
- stabilią nuomos kainą visą nuomos laikotarpį;
- užtikrintas vienerių metų terminas;
- užtikrintas privatumas;TAIP PAT SVARBU
- centrinio – kolektorinio šildymo sistema;
- grindinis šildymas visame bute;
- įrengta garso sistema;
- iš svetainės ir miegamojo yra išėjimai į balkoną;
- buto langai orientuoti į vakarus;Visi butai: gerasbutas.lt
Mes: savizmones.lt
Pagalba: mesdirbametaip.lt
",,,,https://www.aruodas.lt/butu-nuoma-vilniuje-pilaiteje-i-simonaitytes-g-verta-zinoti-jokiu-tarpininkavimo-mokesciu-4-1203980/,'NoneType' object has no attribute 'text','NoneType' object has no attribute 'find_all',,,,,2022_12_30
"Vilnius, Senamiestis, Raugyklos g., 3 kambarių buto nuoma",,"102,59 m²",1 000 €,3,3,3,1985,Mūrinis,Centrinis,Įrengtas,,,Vonia,Šarvuotos durys,www.aruodas.lt/4-1203978,2022-12-30,2022-12-30,,3,64/64 (iš viso/šiandien),1000,54.674825,25.28053,64/64,"Stilingas trijų kambarių butas per du aukštus SenamiestyjePagrindinės savybės:- Įrengtas naudojant aukščiausios kokybės medžiagas ir buitinę techniką- Nuomojamas su visais baldais- Pirmame aukšte - svetainė ir virtuvė vienoje erdvėje, wc. Antrame aukšte du miegamieji ir vonios kambarys- Svetainėje yra židinys- Centrinis šildymas- Parkavimas uždarame vidiniame kieme
--
Beautiful two-bedroom apartment on two floors in Vilnius Old TownMain features:- Equipped with the high quality materials and home appliances- Rented with all furniture and equipment- Ground floor - living room in one area with kitchen, toilet. On the first floor there are two bedrooms and bathroom- A fireplace in the living room- Central heating- Parking in a closed inneryardRebalticID:IV33144",4 Klasė Vidutinė (4-5),14.8 µg/m3,22.7 µg/m3,https://www.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-raugyklos-g-stilingas-triju-kambariu-butas-per-du-aukstus-4-1203978/,,,,,,,2022_12_30
"Vilnius, Užupis, Polocko g., 2 kambarių buto nuoma",,55 m²,850 €,2,2,3,2017,Mūrinis,"Centrinis kolektorinis, centrinis",Įrengtas,"Uždaras kiemas, Internetas, Nauja kanalizacija, Nauja elektros instaliacija, Virtuvė sujungta su kambariu, Kabelinė televizija",Balkonas,"Su baldais, Skalbimo mašina, Šaldytuvas, Virtuvės komplektas, Viryklė, Indaplovė, Dušo kabina","Šarvuotos durys, Signalizacija, Kodinė laiptinės spyna",www.aruodas.lt/4-1203976,2022-12-30,2022-12-30,,7,89/89 (iš viso/šiandien),850,54.68143,25.304834,89/89,"Stilingi dviejų kambarių apartamentai naujame prestižiniame projekte Užupio krantinėsPagrindinės savybės:
- Modernus dizainerio kurtas interjeras
- Aukštos klasės baldai ir įrengimas, prabangūs šviestuvai
- Svetainė vienoje erdvėje su virtuve, miegamasis, vonia su dušu
- Didelis balkonas/terasa, į kurį patenkama iš svetainės ir miegamojo
- Programuojamas grindinis šildymas (centrinis su individualia apskaita)
- Prie buto parkingas nepriklauso. Tačiau projekte yra požeminis parkingas, galima rasti vietas nuomai, kaina 50-60€/mėn.)
- Unikalus projektas su gražiu vidiniu kiemu, fontanu ir želdiniais
- Stilingos laiptinės su unikaliu meniniu dekoru
--
Luxury one bedroom property in high-end new developmentKey features:
- Modern interior created by designer
- Finished to the highest standard, high quality furniture and installation materials, luxury lighting
- Living room in one area with kitchen, separate bedroom, bathroom
- Large balcony that can be accessed from both living room and bedroom
- Heated floors in all apartment (central heating with individual accounting)
- The property does not have parking, however, in the building there is underground parking. It is possible to find parking place for rent for extra 50-60€/month)
- Unique high-end development with beautiful inner yard, fountain and landscape design
- Stylish staircase with unique art decorations
- Live security guard 24/7RebalticID:IV33145",,,,https://www.aruodas.lt/butu-nuoma-vilniuje-uzupyje-polocko-g-stilingi-dvieju-kambariu-apartamentai-naujame-4-1203976/,'NoneType' object has no attribute 'text','NoneType' object has no attribute 'find_all',,,,,2022_12_30
"Vilnius, Naujamiestis, Naugarduko g., 3 kambarių buto nuoma",,48 m²,500 €,3,2,4,1970,Mūrinis,Elektra,Įrengtas,"Aukštos lubos, Butas per kelis aukštus, Virtuvė sujungta su kambariu",Vieta automobiliui,"Skalbimo mašina, Su baldais, Šaldytuvas, Virtuvės komplektas, Viryklė, Dušo kabina",Šarvuotos durys,www.aruodas.lt/4-1203956,2022-12-30,2022-12-30,,13,434/434 (iš viso/šiandien),500,54.674246,25.267455,434/434,"PAČIAME VILNIAUS CENTRE NAUJAMIESTYJE, NAUGARDUKO GATVĖJE IŠNUOMOJAMAS TVARKINGAS IR JAUKUS, GRAŽIAI ĮRENGTAS 3 KAMBARIŲ BUTAS/LOFTAS.Nuomojamo buto privalumai:-Miesto centras, šalia senamiestis ir svarbiausios lankytinos miesto vietos;
-Aukštos lubos didesnės erdvės pojūčiui;
-Dideli langai suteikiantys išskirtinai daug šviesos bei jaukumo;
-Optimalus buto išplanavimas;
-Nuomojamas su baldais ir buitine technika;
-1 parkavimo vieta vidiniame kieme;
-Aplink rasite patogiam gyvenimui reikalingas miesto vietas.Butas laisvas nuo 2023-01-09, bet apžiūrėti ir rezervuoti galima iš anksto.Objektui taikomas vienkartinis tarpininkavimo mokestis.Dėl apžiūros skambinkite Jums patogiu metu +37061884502. Rašykite igerusinfo@gmail.comIGERUS - nekilnojamojo turto ekspertų paslaugos bei konsultacijos visoje Lietuvoje.",,,,https://www.aruodas.lt/butu-nuoma-vilniuje-naujamiestyje-naugarduko-g-paciame-vilniaus-centre-naujamiestyje-4-1203956/,'NoneType' object has no attribute 'text','NoneType' object has no attribute 'find_all',,,,,2022_12_30
"Vilnius, Senamiestis, Vingrių g., 2 kambarių buto nuoma",1,50 m²,990 €,2,3,3,2015,Mūrinis,Dujinis,Įrengtas,"Nauja kanalizacija, Nauja elektros instaliacija, Uždaras kiemas, Internetas, Kabelinė televizija, Virtuvė sujungta su kambariu, Galima deklaruoti gyvenamąją vietą",,"Kondicionierius, Skalbimo mašina, Su baldais, Šaldytuvas, Šildomos grindys, Virtuvės komplektas, Viryklė, Indaplovė, Dušo kabina","Šarvuotos durys, Signalizacija, Kodinė laiptinės spyna",www.aruodas.lt/4-1203948,2022-12-30,2022-12-30,,2,45/45 (iš viso/šiandien),990,54.679871,25.27574,45/45,"Išnuomojamas 2 kambarių, 50 m² butas Senamiestyje, Vingrių g., 3-iame aukšte iš 3. Jaukus, labai gerai įrengtas butas, nuomojamas su skandinaviškais baldais ir buitine technika (indaplovė, skallbyklė-džiovyklė). Įrengimas: įėjimo durys seifinės, grindys - ąžuolo parketas, mediniai langai su stiklo paketais. Kokybiška santechnika. Šildomos grindys. Autonominis dujinis šildymas. Kabelinė TV. Telia šviesolaidinis Internetas. Galima vieta automobiliui vidiniame kieme. Saugus, gražiai sutvarkytas kiemas. Puiki vieta gyventi!",,15.1 µg/m3,22.9 µg/m3,https://www.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-vingriu-g-isnuomojamas-kambariu-m-butas-4-1203948/,'NoneType' object has no attribute 'text',,,,,,2022_12_30
"Vilnius, Antakalnis, O. Milašiaus g., 2 kambarių buto nuoma",5,50 m²,600 €,2,1,5,2013,Mūrinis,Centrinis kolektorinis,Įrengtas,"Nauja elektros instaliacija, Uždaras kiemas, Internetas, Kabelinė televizija, Virtuvė sujungta su kambariu, Galima deklaruoti gyvenamąją vietą","Terasa, Vieta automobiliui","Skalbimo mašina, Su baldais, Šaldytuvas, Virtuvės komplektas, Viryklė, Indaplovė, Dušo kabina","Šarvuotos durys, Signalizacija, Kodinė laiptinės spyna",www.aruodas.lt/4-1203944,2022-12-30,2022-12-30,,2,127/127 (iš viso/šiandien),600,54.727529,25.316702,127/127,"Išnuomojamas 2 kambarių, 50 kv.m. butas naujame name, (pastatytas 2013 m.), Antakalnyje, O. Milašiaus g., 1-ame aukšte iš 5. Tai labai gerai įrengtas ir patogiai suplanuotas butas, esantis puikioje vietoje. Nuomojamas su visais miegamojo, svetainės ir virtuvės baldais bei įranga (indaplovė, skalbimo mašina). Svetainė ir virtuvė yra vienoje erdvėje su išėjimu į terasą. Vonios kambarys ir wc kartu su šildomomis grindimis. Erdvi integruota sieninė spinta miegamajame ir didžiulė erdvi drabužinė hole. Ekonomiškas, pigus kolektorinis šildymas. Internetas, kabelinė televizija. Nuostabi panorama pro buto langus. Rakinama laiptinė. Galimybė išsinuomoti privatų parkingą už 50 €/mėn. Rami vieta. Šalia visuomeninio transporto stotelė. Patogi vieta gyventi!",3 Klasė Gera (1-3),14.9 µg/m3,21.3 µg/m3,https://www.aruodas.lt/butu-nuoma-vilniuje-antakalnyje-o-milasiaus-g-isnuomojamas-kambariu-kvm-butas-4-1203944/,,,,,,,2022_12_30
