skelbimo_pavadinimas,Namo numeris:,Plotas:,Kaina mėn.:,Kambarių sk.:,Aukštas:,Aukštų sk.:,Metai:,Pastato tipas:,Šildymas:,Įrengimas:,Nuoroda,Įdėtas,Redaguotas,Aktyvus iki,Įsiminė,Peržiūrėjo,kaina_eur,coordinate_x,coordinate_y,Skelbimą peržiūrėjo (iš viso/šiandien),Skelbimo tekstas,energijos_suvartojimo_klase,Azoto dioksidas (NO2),Kietosios dalelės (KD10),url_crawl,Pastato energijos suvartojimo klasė:,Ypatybės:,Papildomos patalpos:,Papildoma įranga:,Apsauga:,error_get_energy_consumption_class,error_get_air_polution_data,Buto numeris:,error_get_coordinates,error_get_perziuru_sk,scrape_date
"Vilnius, Baltupiai, Juozo Balčikonio g., 1 kambario buto nuoma",3,34 m²,550 €,1,3,5,2009,Mūrinis,Centrinis kolektorinis,Įrengtas,www.aruodas.lt/4-1146259,2022-10-09,2022-10-24,2022-11-08,4.0,633/6 (iš viso/šiandien),550,54.719505,25.285418,633/6,Pilnai įrengtas butas trečiame aukste su centriniu kolektoriniu šildymu ir požeminiu parkingu. Graži aplinka su parku prie namo. Šalia priekybos centras Ozas ir Vichy vandens parkas. Puikus susisiekimas su miesto centru.,,,,https://www.aruodas.lt/butu-nuoma-vilniuje-baltupiuose-juozo-balcikonio-g-pilnai-irengtas-butas-treciame-aukste-su-4-1146259/,,,,,,'NoneType' object has no attribute 'text','NoneType' object has no attribute 'find_all',,,,2022_11_02
"Vilnius, Jeruzalė, Kviečių g., 2 kambarių buto nuoma",4,54 m²,590 €,2,1,8,2005,Blokinis,Centrinis kolektorinis,Įrengtas,www.aruodas.lt/4-1188452,2022-10-24,2022-10-29,2022-11-08,1.0,264/16 (iš viso/šiandien),590,54.742088,25.270506,264/16,"Ilgesniam laikui išnuomojamas dviejų kambarių butas gražiame Jeruzalės mikrorajone.
Butas yra pirmame aukšte, su 20 m2 terasa- balkonu. Vaizdas į parką.Bute yra visi reikalingi baldai,išskyrus televizorių. Dideli svetainės vitrininiai langai, skalbimo mašina.
Esant poreikiui, galima išsinuomoti požeminį parkingą.Nuomojame be tarpininkų, todėl agentų prašome netrukdyti.Nuomos kaina 590 eur+ komunaliniai mokesčiaiPageidautina be gyvūnų.",3 Klasė Gera (1-3),,,https://www.aruodas.lt/butu-nuoma-vilniuje-jeruzaleje-kvieciu-g-ilgesniam-laikui-isnuomojamas-dvieju-kambariu-4-1188452/,,"Internetas, Kabelinė televizija, Virtuvė sujungta su kambariu",Balkonas,"Skalbimo mašina, Su baldais, Šaldytuvas, Šildomos grindys, Virtuvės komplektas, Viryklė, Vonia",Šarvuotos durys,,'NoneType' object has no attribute 'find_all',,,,2022_11_02
"Vilnius, Naujamiestis, Smolensko g., 4 kambarių buto nuoma",10D,100 m²,1 000 €,4,1,6,"2010 statyba, 2010 renovacija",Mūrinis,"Elektra, dujinis",Įrengtas,www.aruodas.lt/4-1187924,2022-10-24,2022-10-25,2022-11-08,5.0,554/27 (iš viso/šiandien),1000,54.673255,25.257314,554/27,"Nuomoju nuo gruodžio 1 d. pilnai loftą, 1 aukštas, 100 kv/m.Pirmame aukšte didelė svetainė su židiniu, virtuvė, WC, sandėliukas.Antrame aukšte 2 dideli kambariai, WC, dušas, sandėliukas/garderobinė, reikiamus baldus galiu nupirkti. Komunaliniai mokesčiai apie 150 EUR.С 1 декабря я сдаю в аренду полный лофт, 1 этаж, 100 кв/м.На первом этаже большая гостиная с камином, кухня, туалет, кладовая.На втором этаже 2 большие комнаты, туалет, душ, кладовая/гардероб, я могу купить необходимую мебель. Коммунальные платежи около 150 EUR.",,,,https://www.aruodas.lt/butu-nuoma-vilniuje-naujamiestyje-smolensko-g-nuomoju-nuo-gruodzio-1-d-pilnai-lofta-1-4-1187924/,,"Допомога українцям, , Lankstesnės nuomos sąlygos ukrainiečiams (dėl nuomos laikotarpio, kainos ar kt.). Daugiau informacijos – skelbime nurodytais kontaktais. / Більш гнучкі умови оренди для українців (за рахунок терміну оренди, цін тощо). Більше інформації за контактами, вказаними в оголошенні.",,,,'NoneType' object has no attribute 'text','NoneType' object has no attribute 'find_all',,,,2022_11_02
"Vilnius, Žvėrynas, Paribio g., 2 kambarių buto nuoma",20,69 m²,650 €,2,5,5,1999,Mūrinis,Centrinis kolektorinis,Įrengtas,www.aruodas.lt/4-1188376,2022-10-24,2022-10-24,2022-11-08,8.0,251/13 (iš viso/šiandien),650,54.701191,25.249467,251/13,"Nuomojamas 2 kambarių butas Žvėryne Paribio gatvėje.
Namas priklauso bendrijai
Dvi atviros terasos, viena įstiklinta
Galimybė deklaruoti gyvenamąją vietą
Baldai, naujas Šaldytuvas,nauja viryklė, skalbyklė, indaplovė",4 Klasė Vidutinė (4-5),14.2 µg/m3,20.3 µg/m3,https://www.aruodas.lt/butu-nuoma-vilniuje-zveryne-paribio-g-nuomojamas-2-kambariu-butas-zveryne-paribio-4-1188376/,,"Virtuvė sujungta su kambariu, Galima deklaruoti gyvenamąją vietą","Balkonas, Terasa","Skalbimo mašina, Su baldais, Šaldytuvas, Virtuvės komplektas, Viryklė, Indaplovė, Dušo kabina","Šarvuotos durys, Kodinė laiptinės spyna",,,,,,2022_11_02
"Vilnius, Grigiškės, Kovo 11-osios g., 1 kambario buto nuoma",37,33 m²,350 €,1,8,9,1980,Blokinis,Centrinis,Įrengtas,www.aruodas.lt/4-741489,2022-10-24,2022-10-31,,1.0,280/9 (iš viso/šiandien),350,,,280/9,"Nuo lapkričio 1d., Ilgam laikui išnuomojamas šviesus, šiltas, jaukus butas.Butas apdraustas.Reguliojamas šildymas.Butas su baldais ir buitinė technika.Internetas.
Biožidinys.
Plastikiniai langai,šarvuotos durys.
Kodine laiptinės spyna. Namo teritorija stebima vaizdo kameromis.
Šalia parduotuvė, mokymo įstaiga, daržels, viešojo transporto stotelė.
Patogus susisiekimas su miesto centru bei kitais rajonais.
Buto nuoma 340€ + komunaliniai mokėsčiai.(komunaliniai mokesčiai maži)
Kalbam lietuviškai ir rusiškai. Говорим по русски.Šeimininku tel:,",,,,https://www.aruodas.lt/butu-nuoma-vilniuje-grigiskese-kovo-11-osios-g-nuo-lapkricio-1d-ilgam-laikui-isnuomojamas-4-741489/,,,,,,'NoneType' object has no attribute 'text','NoneType' object has no attribute 'find_all',,list index out of range,,2022_11_02
"Vilnius, Karoliniškės, Sausio 13-osios g., 2 kambarių buto nuoma",37,"46,3 m²",550 €,2,1,9,1973,Blokinis,Centrinis,Įrengtas,www.aruodas.lt/4-1179273,2022-09-24,2022-10-19,2022-11-08,16.0,1021/11 (iš viso/šiandien),550,54.688751,25.212196,1021/11,"Nuomojamas naujai įrengtas 2-jų kambarių butas Karoliniškių mikrorajone.
Visai šalia televizijos bokšto.Butas funkcionaliai perplanuotas, naujai suremontuotas ir pilnai įrengtas, būsite pirmieji nuomininkai. Nuomojamas su visais bute esančiais baldais bei buitine technika (šaldytuvas, viryklė, orkaitė, skalbimo mašina, televizorius).Strategiškai patogi ir tuo pačiu rami vieta. Geras ir greitas susisiekimas tiek nuosavu automobiliu, tiek visuomeniniu transportu. Erdvios automobilių parkavimosi aikštelės šalia namo. Netoliese parduotuvės, kavinės, darželiai, mokyklos, sporto klubai. Pro vieną iš balkonų mėgausitės vaizdu į televizijos bokštą.Buto langai ir balkonai orientuoti į skirtingas kiemo puses.NUOMOS SĄLYGOS:-	2 MĖNESIŲ NUOMOS DYDŽIO DEPOZITAS
-	1 MĖN NUOMA YRA MOKAMA Į PRIEKĮ
-	MINIMALUS NUOMOS TERMINAS - 12 MĖN
-	BUTAS NĖRA PRITAIKYTAS GYVENTI SU GYVŪNAIS
-	ĮSIKELTI GALIMA IŠ KARTOBENDRA INFORMACIJA:
- Statybos metai: 1973 m.;
- Buto plotas: 46, 30 kv.m;
- Kambarių skaičius: 3;
- Aukštų skaičius: 1 iš 9;
- Namo tipas: blokinis.
- Šildymas – centrinis;- Butas su dviem dideliais balkonais;
- Butui priklauso rūsys - nuomojamas kartu;ĮRENGIMAS:- Plastikiniai langai;- Šarvo durys;
- Nauji baldai ir buitinė technika ;KITA INFORMACIJA
- Rakinama laiptinė;
- Geras privažiavimas prie namo su erdviomis aikštelėmis parkuoti automobilius;
- Nuolat gerinama infrastruktūra;
- Tvarkinga ir draugiška kaimynystė;
- Daug žalumos, netoliese Pasakų parkas;
- Puikus susisiekimas;
- Šalia daug ugdymo įstaigų: darželiai, mokyklos;
- Autobusų stotelės;
- Parduotuvės, kavinės, sporto klubai.",5 Klasė Vidutinė (4-5),,,https://www.aruodas.lt/butu-nuoma-vilniuje-karoliniskese-sausio-13-osios-g-nuomojamas-naujai-irengtas-2-ju-kambariu-4-1179273/,,"Nauja kanalizacija, Nauja elektros instaliacija, Virtuvė sujungta su kambariu","Balkonas, Rūsys","Skalbimo mašina, Su baldais, Šaldytuvas, Virtuvės komplektas, Viryklė, Dušo kabina",Šarvuotos durys,,'NoneType' object has no attribute 'find_all',,,,2022_11_02
"Vilnius, Pilaitė, Vydūno g., 2 kambarių buto nuoma",12,50 m²,350 €,2,3,5,1991,Blokinis,Centrinis kolektorinis,Įrengtas,www.aruodas.lt/4-1186982,2022-10-18,2022-11-01,,5.0,564/27 (iš viso/šiandien),350,54.707243,25.184537,564/27,"Pilaitėje Vydūno g. nuomojamas tvarkingas,
jaukus 50kv.m 2kambario butas.
Butas blokiniame name 3-ame aukšte iš 5.
Bute yra du atskiri kambariai, virtuvė, vonios kambarys ir tualetas atskirai,didelis balkonas, buto langai orientuoti į kiemo pusę.
Butas nuomojamas su baldais ir buitine technika.
*****************************Jei butas tiks bus imamas vienkartinis agentūros mokestis 100eurų.
",,,,https://www.aruodas.lt/butu-nuoma-vilniuje-pilaiteje-vyduno-g-pilaiteje-vyduno-g-nuomojamas-tvarkingas-4-1186982/,,,,,,'NoneType' object has no attribute 'text','NoneType' object has no attribute 'find_all',,,,2022_11_02
"Vilnius, Karoliniškės, Algimanto Petro Kavoliuko g., kambario nuoma",,17 m²,200 €,1,2,5,1974,Blokinis,Centrinis,Įrengtas,www.aruodas.lt/4-1172461,2022-08-31,2022-11-01,,29.0,7104/69 (iš viso/šiandien),200,54.694647,25.213594,7104/69,"Karoliniškėse nuomojamas jaukus kambarys 3 atskirų kambarių. Kambaryje yra atskiras šaldytuvas. Butas tvarkingas, su visais baldais ir buitine technika. Vonia ir WC atskiri. Kituose kambariuose gyvena šeimininkė ir dirbantis vyras.
Išnuomojamas ilgam laikui. Vienkartinis agentūros mokestis 180 eurų.",,,,https://www.aruodas.lt/butu-nuoma-vilniuje-karoliniskese-algimanto-petro-kavoliuko-g-karoliniskese-nuomojamas-jaukus-kambarys-3-4-1172461/,,"Tualetas ir vonia atskirai, Internetas, Kabelinė televizija",,"Skalbimo mašina, Su baldais, Šaldytuvas, Virtuvės komplektas, Viryklė, Vonia","Šarvuotos durys, Kodinė laiptinės spyna",'NoneType' object has no attribute 'text','NoneType' object has no attribute 'find_all',,,,2022_11_02
"Vilnius, Naujamiestis, Savanorių pr., 3 kambarių buto nuoma",40,70 m²,650 €,3,7,9,1976,Blokinis,Centrinis,Įrengtas,www.aruodas.lt/4-1184526,2022-10-10,2022-11-01,,12.0,850/27 (iš viso/šiandien),650,54.674138,25.2497,850/27,"NETOLIESE VINGIO PARKO IŠNUOMOJAMAS ERDVUS, YPAČ TVARKINGAS, BEVEIK 70 kv.m 3 ATSKIRŲ KAMBARIŲ BUTAS NAUJAMIESTYJE! PUIKUS PASIRINKIMAS ŠEIMAI!
.......................................................................................PRIVALUMAI:- BUTE ATLIKTAS KOSMETINIS REMONTAS
- ERDVŪS TRYS NEPEREINAMI KAMBARIAI- ĮSTIKLINTAS BALKONAS SU PUIKIA PANORAMA
- STRATEGIŠKAI PUIKI VIETA - ŠALIA VINGIO PARKAS, IKI VILNIAUS SENAMIESČIO VOS 2 km, --- PARDUOTUVĖ, VIEŠOJO TRANSPORTO STOTELĖ
- VISA BUITINĖ TECHNIKA : SKALBYKLĖ,TV,SIURBLYS, VIRYKLĖ, ORKAITĖ, ŠALDYTUVAS, INDAI.…………………………………………………………………………………………………………………………
BENDRA INFORMACIJA:Adresas: Savanorių pr. 40
Bendras plotas – 68.93 kv.m + įstiklintas balkonas
Kambarių sk. – 3 (atskiri, nepereinami kambariai) ir virtuvė
Namo tipas - blokinis
Statybos metai - 1976
Būklė - atliktas kosmetinis remontas…………………………………………………………………………………………………………………………………
PARKAVIMAS:
- Šalia laiptinės erdvi nemokama parkavimo aištelė",5 Klasė Vidutinė (4-5),12.8 µg/m3,20.8 µg/m3,https://www.aruodas.lt/butu-nuoma-vilniuje-naujamiestyje-savanoriu-pr-netoliese-vingio-parko-isnuomojamas-erdvus-4-1184526/,,"Internetas, Tualetas ir vonia atskirai, Kabelinė televizija",Balkonas,"Su baldais, Skalbimo mašina, Vonia",Kodinė laiptinės spyna,,,,,,2022_11_02
"Vilnius, Pilaitė, Karaliaučiaus g., 3 kambarių buto nuoma",28,62 m²,620 €,3,2,5,2022,Mūrinis,Centrinis kolektorinis,Įrengtas,www.aruodas.lt/4-1176369,2022-09-12,2022-11-01,,11.0,1229/27 (iš viso/šiandien),620,54.71358,25.176543,1229/27,"Nuomojamas erdvus 3 kambarių, 62.00 kv.m. butas su dviem balkonais Karaliaučiaus g., Pilaitėje
Netoliese net 3 ežerai su įrengtais paplūdymiais, kuriuos galėsite pasiekti pėsčiomis. Šalia visus metus žaliuojantis pušynėlis bei įrengti pasivaikščiojimo, dviračių takai Jūsų laisvalaikiui
.
Jokių tarpininkavimo mokesčių!BENDRA INFORMACIJA
- Bendras plotas – 62.00 kv.m;
- Kambarių skaičius - 3;
- Aukštų skaičius – 2 iš 5;
- Namo tipas - mūrinis;
- Šildymas – centrinis-kolektorinis;
- Statybos metai – 2022 m.KOMUNIKACIJOS
- Šildymas - centrinis-kolektorinis;
- Internetas;
- Kabelinė televizija.KITA INFORMACIJA
- Baldai bus pagal Jūsų poreikius ir išankstinius susitarimus;
- Du balkonai;
- A++ klasė;
- Kodinė laiptinės spyna, telefonspyne;
- Šalia vaikų žaidimo aikštelės;
- Patogus susisiekimas tiek savu, tiek visuomeniniu transportu.INFRASTRUKTŪRA
Labai gerai išvystyta infrastruktūra, arti galite rasti parduotuves, mokyklas, darželius.
",,,,https://www.aruodas.lt/butu-nuoma-vilniuje-pilaiteje-karaliauciaus-g-nuomojamas-erdvus-3-kambariu-6200-kvm-4-1176369/,,,,,,'NoneType' object has no attribute 'text','NoneType' object has no attribute 'find_all',,,,2022_11_02
"Vilnius, Senamiestis, Mindaugo g., 2 kambarių buto nuoma",27,"38,88 m²",850 €,2,9,9,2015,Monolitinis,Centrinis kolektorinis,Įrengtas,www.aruodas.lt/4-1183108,2022-10-04,2022-11-01,,23.0,781/28 (iš viso/šiandien),850,54.671821,25.275113,781/28,"NUOMOJAMAS 2k. BUTAS projekte ""Oslo Namai"" SU DIDŽIULE TERASA IR 4,5m2 BALKONUNUO TERASOS ATSIVERIA GRAŽŪS SENAMIESČIO VAIZDAI IR VISO VILNIAUS PANORAMA.DĖMESIO, ŠIAM OBJEKTUI YRA TAIKOMAS VIENKARTINIS TARPININKAVIMO MOKESTIS!BUTAS JAU LAISVAS. NUOMOS TERMINAS NUO 6 MĖNESIŲ.BENDRA INFORMACIJA
- Adresas: Mindaugo g. 27, Vilnius;
- Statybos metai: 2015 m.;
- Aukštas: 9/9;
- Namo konstrukcija: monolito betonas;
- Kambarių skaičius: 2;
- Gyvenamasis plotas: 38,88 kv.m.;
- 1 terasa: 30m2 (galima praplėsti buto plotą);
- 2 terasa: 25m2;
- 3 balkonas: 4,5m2;
- Įrengta maža PIRTELĖ terasoje;
- Įrengtas židinys;
- Yra galimybė nuomotis požeminį parkingą. Nuomos kaina 45Eur/mėn;
- ŠILDYMAS: centrinis, reguliuojamas. Vidutinės išlaidos šildymo sezono metu 60Eur.""OSLO NAMAI"" - GERIAUSIAS 2014-ųjų PROJEKTAS.
ERDVUS, UŽDARAS KIEMAS IR VISAS KVARTALAS.
Parduodamas butas su jame esančiais baldais ir buitine technika;
Mažos šildymo sąskaitos;
Projektą vystė norvegų bendrovė ""SELVAAG"", per daugiau nei 60 veiklos metų pastačiusi virš 50.000 būstų. ""OSLO NAMŲ"" statybos darbus atliko ilgametę patirtį turinti bendrovė ""VEIKMĖS STATYBA"".
Visa ""OSLO NAMŲ"" teritorija uždara, rakinama, stebima vaizdo kameromis. Po namu dviejų lygių požeminis parkingas ir sandėliukai. Liftai leidžiasi iki parkingų.
""OSLO NAMŲ"" projekte pirkti verta nes, tai saugi ilgalaikė investicija – butas sostinės centre šalia Senamiesčio.SUSISIEKIMAS
- 9 min pėsčiomis iki Rotušės;
- 20 min pėsčiomis iki Katedros aikštės;
- 12 min pėsčiomis iki Pilies g.;
- 200 m iki artimiausios viešojo transporto stotelės ""Aguonų st."";
- 480 m iki Vilniaus lopšelio-darželio ""Pagrandukas"";
- 390 m iki Vilniaus Adomo Mickevičiaus gimnazijos;
- 50 m iki prekybos centro ""IKI - MINDAUGO"";
- 140 m iki Mykolo Marcinkevičiaus ligoninės.NT brokeris Ruslan Adaškevič
Tel. 8 615 53 888
",,14.5 µg/m3,22.8 µg/m3,https://www.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-mindaugo-g-nuomojamas-2k-butas-projekte-oslo-namai-su-4-1183108/,B,"Uždaras kiemas, Internetas, Virtuvė sujungta su kambariu, Galima su gyvūnais","Balkonas, Terasa, Pirtis, Vieta automobiliui","Skalbimo mašina, Su baldais, Šaldytuvas, Virtuvės komplektas, Viryklė, Židinys, Dušo kabina","Šarvuotos durys, Signalizacija, Kodinė laiptinės spyna, Vaizdo kameros",'NoneType' object has no attribute 'text',,,,,2022_11_02
"Vilnius, Naujamiestis, Savanorių pr., 2 kambarių buto nuoma",1,63 m²,1 000 €,2,3,18,2011,Monolitinis,Centrinis,Įrengtas,www.aruodas.lt/4-1155106,2022-09-27,2022-11-01,,11.0,306/12 (iš viso/šiandien),1000,54.679333,25.257855,306/12,"NUOMOJAMAS 2 KAMBARIŲ BUTAS NAUJAMIESYJE, SAVANORIŲ PR.--- ERDVUS BUTAS SU BALDAIS IR BUITINE TECHNIKA.
--- ITALIŠKAS VIRTUVĖS KOMPLEKTAS, DALIS BALDŲ ĄŽUOLINIAI.
--- LANGAI ORIENUOTI PIETVAKARIŲ KRYPTIMI.
--- CENTRINIS KOLEKTORINIS ŠILDYMAS, VALDOMAS NUOTOLINIU BŪDU.
--- ĮRENGTAS KONDICIONIERIUS „DAIKIN“, KURS ŠILDO IR ŠALDO BUTĄ.
--- ANT STOGO YRA LAUKO KREPŠINIO AIKŠTELĖ SU NUOSTABIA PANORAMA.
--- „HELIOS CITY“ MIŠRUS PROJEKTAS, KURIAME DERA GYVENIMAS IR LAISVALAIKIS.
--- PATI NAUJAMIESČIO ŠIRDIS, ŠALIA KINO TEATRAS, PARDUOTUVĖS, KAVINĖS.IŠPLANAVIMAS :
Erdvi svetainė su virtuvė ir valgomuoju;
Yra darbo zona;
Erdvus ir šviesus miegamasis;
Koridoriuje didelė sieninė spinta;
Vonios kambarys su dušu;
WC ir vonia atskirai;
Balkonas.BUTO ĮRENGIMAS :
Itališkas virtuvės komplektas su BLUM sistema;
Orkaitė „Electrolux“, viryklė „Gorenje“;
Indaplovė „Siemens“, šaldytuvas „Gorenje“;
Ąžuolinis valgomasis stalas su kėdėmis;
Sofa-lova svetainėje;
Didelis LG televizorius;
Miegamajame „King size“ dydžio lova ir naujas čiužinys;
Erdvi sieninė spinta;
Vonios kambaryje dušo kabina, nauja skalbimo mašina „AEG“;
Santechnika „Villeroy Boch“, „Hansgrohe“ ir kita;
Elektrinis radiatorius;
Grindys – PVC grindų danga, atspari ir ilgaamžiška;
Sienos – dažytos/tapetai;
Langai – aliuminio konstrukcija;
Ant visų langų sudėtos romanetės.KITA INFORMACIJA :
Centrinis kolektorinis šildymas;
Šildymą galima valdyti nuotoliniu būdu, taip taupant sąnaudas;
Šildymas žiemos metu – 60/80 EUR;
Butą vėsina ir šildo kondicionierius „DAIKIN“;
Namą administruoja bendrija;
Bendrijai mėnesinis mokestis apie 20 EUR;
Rakinama lauko laiptinė su telefonspyne;
Namo pakels 2 liftai;
Yra įrengta lauko krepšinio aikštelė namo gyventojams su nuostabia panorama.Dėl informacijos skambinkit Jums patogiu laiku
+370 686 69927 NTB rūmai brokeris Daniel Žamoit",5 Klasė Vidutinė (4-5),14.4 µg/m3,21.7 µg/m3,https://www.aruodas.lt/butu-nuoma-vilniuje-naujamiestyje-savanoriu-pr-nuomojamas-2-kambariu-butas-naujamiesyje-4-1155106/,,,,,,,,,,,2022_11_02
"Vilnius, Naujamiestis, V. Šopeno g., 2 kambarių buto nuoma",1B,"50,41 m²",600 €,2,1,3,1940,Mūrinis,Dujinis,Įrengtas,www.aruodas.lt/4-1187468,2022-10-19,2022-11-01,,29.0,963/65 (iš viso/šiandien),600,54.67259,25.281873,963/65,"Nuomojamas tvarkingas 2 kambarių butas V. Šopeno gatvėje!PRIVALUMAI:
- Nuomojamas butas SU BALDAIS IR BUITINE TECHNIKA;
- Įeinama DRABUŽINĖ;
- DUJINIS GRINDINIS šildymas;
- Buto langai orientuoti į PIETVAKARIUS;
- PUIKI INFRASTRUKTŪRA aplink – pėsčiomis iki centrinių Senamiesčio gatvių vos 10 minučių!BUTO INFORMACIJA:
- Plotas: 50.41 kv.m.;
- Kambariai: 2;
- Aukštas: 1;
- Dujinis katilas bute šildymui ir vandens pašildymui.Kaina: 600 EURSusisiekite, suplanuosime buto apžiūrą!Rytis Vaitiekūnas+37062703386
rytis@vaitiekunas.com",,,,https://www.aruodas.lt/butu-nuoma-vilniuje-naujamiestyje-v-sopeno-g-nuomojamas-tvarkingas-2-kambariu-butas-v-4-1187468/,,,,,,'NoneType' object has no attribute 'text','NoneType' object has no attribute 'find_all',,,,2022_11_02
"Vilnius, Fabijoniškės, S. Stanevičiaus g., kambario nuoma",,15 m²,180 €,1,1,5,1987,Blokinis,Centrinis,Įrengtas,www.aruodas.lt/4-1182276,2022-10-03,2022-11-01,,6.0,1281/43 (iš viso/šiandien),180,54.722971,25.257253,1281/43,"Nuomojamas vienas kambarys Fabijoniškėse.Pageidaujama nuomininkė mergina.
Bute gyvena šeimyninkė.
Nuomojama su visais baldais ir buitine technika.
Mėnesinis mokestis yra 180 Eur/mėn. + komunaliniai 1/2
– Bendras plotas – 15 kv/m;
– Tvarkingas, šviesus kambarys;
– Balkonas;
– Baldai ir buitinė technika;
– Rami bendruomeniška kaimynystė.Kambarys nuomojamas nerūkančiam ir be gyvūnų nuomininkui.
Depozito nėra.
Bus taikomas vienkartinis tarpininkavimo mokestis (200 Eur)",5 Klasė Vidutinė (4-5),,,https://www.aruodas.lt/butu-nuoma-vilniuje-fabijoniskese-s-staneviciaus-g-nuomojamas-vienas-kambarys-fabijoniskese-4-1182276/,,,,,,,'NoneType' object has no attribute 'find_all',,,,2022_11_02
"Vilnius, Fabijoniškės, Salomėjos Nėries g., 1 kambario buto nuoma",87,37 m²,500 €,1,8,14,2004,Mūrinis,Centrinis kolektorinis,Įrengtas,www.aruodas.lt/4-1188646,2022-10-24,2022-11-01,,6.0,270/32 (iš viso/šiandien),500,54.74131,25.23227,270/32,"Fabijoniškėse išnuomojamas jaukus ir modernus vieno kambario butas, taip pat ir STUDENTAMS, kadangi puikus susisiekimas su visais Vilniaus universitetais. Šviesus, kokybiškai įrengtas. Didelis balkonas. Šalia darželis, mokyklos. Laukiame ir Ukrainos piliečiai.
.
Taikomas vienkartinis tarpininkavimo mokestis.Bendra informacija● Adresas: S. Nėries g., Vilnius;
● Bendras plotas: 37 kv. m;
● Aukštas: 8;
● Kambariu sk.: 1;
● Namo tipas: mūrinis;
● Statybos m.: 2004 m.;
● Būklė: pilnai įrengtas;
● Šildymas: centrinis kolektorinis.Įranga ir apdaila● Sienos: dažytos;
● Grindys: laminatas;
● Langai: plastikiniai;
● Įėjimo į butą durys: šarvas;
● Kabelinė televizija, internetas;
● Domofonas.Nuomojami kartu visi buto baldai ir buitinė technika● Skalbimo mašina;
● Šaldytuvas;
● Elektrinė kaitlentė;
● Elektrinė orkaitė;
● Gartraukis;
● Virtuvės baldai;----------------------------------------------------------------------------Уютная и современная однокомнатная квартира сдается в аренду в Фабийонишкес. Также для СТУДЕНТОВ, так как хорошая коммуникация с университетами. Хорошо оборудованная. Большой балкон. Рядом детский сад, школа. Также ждем граждан Украины.Применяется одноразовый брокерский сбор.Главная Информация● Адрес: ул. С. Нерис, Вильнюс;
● Общая площадь: 37 кв.м. м;
● Этаж: 8;
● Количество комнат: 1;
● Тип дома: кирпичный;
● Год постройки: 2004;
● Состояние: полная комплектация;
● Отопление: центральный коллектор.Оборудование и декор● Стены: окрашены;
● Пол: ламинат;
● Окна: пластиковые;
● Входная дверь в квартиру: бронированная;
● Кабельное телевидение, Интернет;
● Домофон.Вся мебель и техника квартиры сдаются вместе● Стиральная машина;
● Холодильник;
● Электрическая плита;
● Электрическая духовка;
● Вытяжка;
● Кухонная мебель;",,,,https://www.aruodas.lt/butu-nuoma-vilniuje-fabijoniskese-salomejos-neries-g-fabijoniskese-isnuomojamas-jaukus-ir-modernus-4-1188646/,,,,,,'NoneType' object has no attribute 'text','NoneType' object has no attribute 'find_all',,,,2022_11_02
